x	y	clickSelects	xmin	xmax	ymin	ymax
0.75	0	log2(tiles)=0.00 log10(pixels)=0.75	0.625	0.875	-0.5	0.5
2	0	log2(tiles)=0.00 log10(pixels)=2.00	1.875	2.125	-0.5	0.5
2.75	1	log2(tiles)=1.00 log10(pixels)=2.75	2.625	2.875	0.5	1.5
1	0	log2(tiles)=0.00 log10(pixels)=1.00	0.875	1.125	-0.5	0.5
2	1	log2(tiles)=1.00 log10(pixels)=2.00	1.875	2.125	0.5	1.5
1.75	1	log2(tiles)=1.00 log10(pixels)=1.75	1.625	1.875	0.5	1.5
2.5	0	log2(tiles)=0.00 log10(pixels)=2.50	2.375	2.625	-0.5	0.5
1.25	1	log2(tiles)=1.00 log10(pixels)=1.25	1.125	1.375	0.5	1.5
1.75	0	log2(tiles)=0.00 log10(pixels)=1.75	1.625	1.875	-0.5	0.5
0.5	0	log2(tiles)=0.00 log10(pixels)=0.50	0.375	0.625	-0.5	0.5
0.25	0	log2(tiles)=0.00 log10(pixels)=0.25	0.125	0.375	-0.5	0.5
0.5	1	log2(tiles)=1.00 log10(pixels)=0.50	0.375	0.625	0.5	1.5
3	1	log2(tiles)=1.00 log10(pixels)=3.00	2.875	3.125	0.5	1.5
1.25	0	log2(tiles)=0.00 log10(pixels)=1.25	1.125	1.375	-0.5	0.5
1.5	0	log2(tiles)=0.00 log10(pixels)=1.50	1.375	1.625	-0.5	0.5
0	0	log2(tiles)=0.00 log10(pixels)=0.00	-0.125	0.125	-0.5	0.5
