group	x	y	clickSelects	showSelected1
10	-25.25	-0.25	107	5600,0
10	-25.25	0.25	107	5600,0
10	-24.75	0.25	107	5600,0
10	-24.75	-0.25	107	5600,0
10	-25.25	-0.25	107	5600,0
134	-24.25	0.75	81	5600,0
134	-24.25	1.25	81	5600,0
134	-23.75	1.25	81	5600,0
134	-23.75	0.75	81	5600,0
134	-24.25	0.75	81	5600,0
147	-23.75	1.25	91	5600,0
147	-23.75	1.75	91	5600,0
147	-23.25	1.75	91	5600,0
147	-23.25	1.25	91	5600,0
147	-23.75	1.25	91	5600,0
52	-23.25	1.75	3	5600,0
52	-23.25	2.25	3	5600,0
52	-19.75	5.75	3	5600,0
52	-19.25	5.75	3	5600,0
52	-19.25	5.25	3	5600,0
52	-22.75	1.75	3	5600,0
52	-23.25	1.75	3	5600,0
53	-17.75	7.25	3	5600,0
53	-17.75	7.75	3	5600,0
53	-15.75	9.75	3	5600,0
53	-15.25	9.75	3	5600,0
53	-15.25	9.25	3	5600,0
53	-17.25	7.25	3	5600,0
53	-17.75	7.25	3	5600,0
54	-23.25	-0.25	3	5600,0
54	-23.25	0.25	3	5600,0
54	-22.75	0.75	3	5600,0
54	-22.25	0.75	3	5600,0
54	-21.75	0.25	3	5600,0
54	-21.75	-0.25	3	5600,0
54	-23.25	-0.25	3	5600,0
55	-20.25	2.75	3	5600,0
55	-20.25	3.25	3	5600,0
55	-19.25	4.25	3	5600,0
55	-17.75	4.25	3	5600,0
55	-15.25	1.75	3	5600,0
55	-15.25	1.25	3	5600,0
55	-16.75	-0.25	3	5600,0
55	-18.25	-0.25	3	5600,0
55	-20.25	1.75	3	5600,0
55	-20.25	2.75	3	5600,0
56	-14.75	8.25	3	5600,0
56	-14.75	8.75	3	5600,0
56	-13.75	8.75	3	5600,0
56	-12.75	9.75	3	5600,0
56	-12.75	10.75	3	5600,0
56	-12.25	10.75	3	5600,0
56	-11.75	10.25	3	5600,0
56	-10.75	10.25	3	5600,0
56	-10.75	9.75	3	5600,0
56	-11.25	9.25	3	5600,0
56	-12.25	9.25	3	5600,0
56	-12.25	7.75	3	5600,0
56	-11.75	7.25	3	5600,0
56	-10.25	7.25	3	5600,0
56	-9.75	7.75	3	5600,0
56	-9.25	7.75	3	5600,0
56	-9.25	7.25	3	5600,0
56	-12.75	3.75	3	5600,0
56	-13.25	3.75	3	5600,0
56	-14.75	5.25	3	5600,0
56	-15.75	5.25	3	5600,0
56	-15.75	6.75	3	5600,0
56	-14.75	7.75	3	5600,0
56	-14.75	8.25	3	5600,0
57	-19.75	2.75	3	5600,0
57	-19.75	2.25	3	5600,0
57	-19.25	2.25	3	5600,0
57	-19.25	2.75	3	5600,0
57	-19.75	2.75	3	5600,0
58	-21.25	0.25	3	5600,0
58	-21.25	-0.25	3	5600,0
58	-20.75	-0.25	3	5600,0
58	-20.75	0.25	3	5600,0
58	-21.25	0.25	3	5600,0
59	-14.25	5.75	3	5600,0
59	-14.25	6.25	3	5600,0
59	-13.75	6.75	3	5600,0
59	-13.25	6.75	3	5600,0
59	-13.25	5.25	3	5600,0
59	-13.75	5.25	3	5600,0
59	-14.25	5.75	3	5600,0
60	-12.75	6.75	3	5600,0
60	-12.75	6.25	3	5600,0
60	-12.25	6.25	3	5600,0
60	-12.25	6.75	3	5600,0
60	-12.75	6.75	3	5600,0
96	-15.25	9.75	6	5600,0
96	-15.25	10.25	6	5600,0
96	-13.25	12.25	6	5600,0
96	-12.75	12.25	6	5600,0
96	-12.75	11.75	6	5600,0
96	-14.75	9.75	6	5600,0
96	-15.25	9.75	6	5600,0
96	-44.75	15.25	6	5650,0
96	-44.75	15.75	6	5650,0
96	-44.25	15.75	6	5650,0
96	-44.25	14.25	6	5650,0
96	-44.75	14.25	6	5650,0
96	-44.75	15.25	6	5650,0
97	-8.25	16.75	6	5600,0
97	-8.25	17.25	6	5600,0
97	-2.75	22.75	6	5600,0
97	-2.25	22.75	6	5600,0
97	-2.25	22.25	6	5600,0
97	-7.75	16.75	6	5600,0
97	-8.25	16.75	6	5600,0
97	-43.75	16.25	6	5650,0
97	-43.75	16.75	6	5650,0
97	-43.25	16.75	6	5650,0
97	-43.25	16.25	6	5650,0
97	-43.75	16.25	6	5650,0
