fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#818181	2.75	0	2.625	2.875	-2.5	2.5
#7D7D7D	-2	0	-2.125	-1.875	-2.5	2.5
#878787	-1	0	-1.125	-0.875	-2.5	2.5
#424242	0.5	0	0.375	0.625	-2.5	2.5
#727272	0.75	0	0.625	0.875	-2.5	2.5
#212121	0.25	0	0.125	0.375	-2.5	2.5
#272727	-0.25	0	-0.375	-0.125	-2.5	2.5
#B8B8B8	-1.5	0	-1.625	-1.375	-2.5	2.5
#4E4E4E	-0.5	0	-0.625	-0.375	-2.5	2.5
#757575	1	0	0.875	1.125	-2.5	2.5
#6F6F6F	-0.75	0	-0.875	-0.625	-2.5	2.5
#999999	1.25	0	1.125	1.375	-2.5	2.5
#888888	-1.25	0	-1.375	-1.125	-2.5	2.5
#C8C8C8	2.25	0	2.125	2.375	-2.5	2.5
#B8B8B8	-4.5	0	-4.625	-4.375	-2.5	2.5
#AEAEAE	2	0	1.875	2.125	-2.5	2.5
#BFBFBF	3.5	0	3.375	3.625	-2.5	2.5
#FFFFFF	4.5	0	4.375	4.625	-2.5	2.5
#E3E3E3	-3.75	0	-3.875	-3.625	-2.5	2.5
#B3B3B3	-3.5	0	-3.625	-3.375	-2.5	2.5
#858585	-3	0	-3.125	-2.875	-2.5	2.5
#7A7A7A	1.5	0	1.375	1.625	-2.5	2.5
#BFBFBF	-1.75	0	-1.875	-1.625	-2.5	2.5
#E3E3E3	2.5	0	2.375	2.625	-2.5	2.5
#E3E3E3	-4.25	0	-4.375	-4.125	-2.5	2.5
#C8C8C8	1.75	0	1.625	1.875	-2.5	2.5
#FFFFFF	-2.25	0	-2.375	-2.125	-2.5	2.5
#E3E3E3	4	0	3.875	4.125	-2.5	2.5
#FFFFFF	-2.5	0	-2.625	-2.375	-2.5	2.5
#C8C8C8	1	5	0.875	1.125	2.5	7.5
#B3B3B3	1.5	120	1.375	1.625	117.5	122.5
#D3D3D3	1.5	80	1.375	1.625	77.5	82.5
#C8C8C8	1.25	55	1.125	1.375	52.5	57.5
#FFFFFF	2	10	1.875	2.125	7.5	12.5
#E3E3E3	1.25	25	1.125	1.375	22.5	27.5
#B3B3B3	1.25	10	1.125	1.375	7.5	12.5
#D3D3D3	1.5	20	1.375	1.625	17.5	22.5
#D3D3D3	1.5	15	1.375	1.625	12.5	17.5
#BFBFBF	1	10	0.875	1.125	7.5	12.5
#A9A9A9	1.25	15	1.125	1.375	12.5	17.5
#C8C8C8	1.5	100	1.375	1.625	97.5	102.5
#BFBFBF	1.5	85	1.375	1.625	82.5	87.5
#D3D3D3	1.25	35	1.125	1.375	32.5	37.5
#E3E3E3	1.25	20	1.125	1.375	17.5	22.5
